Time	Event Type	Plate ID	Insp. ID	Plate Type	Light Path	Setting	Project	Experiment	User Name	Group	Duration
2018/11/21 05:42:44	Plate Move - Storage to Stage	8967		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	PEG Ion Screen HT	brukmensa	DeGrado	0 minute
2018/11/21 05:29:30	Plate Inspection (Scheduled)	9011	85254	96 Well Greiner Hanging, 3 Drop	Visible		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	13.6 minutes
2018/11/21 05:28:56	Plate Move - Imager to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/21 05:28:41	Plate Move - Storage to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/21 05:27:50	Plate Move - Imager to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/21 05:27:25	Plate Move - Storage to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/21 05:22:27	Plate Inspection (Scheduled)	9023	85252	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	5.2 minutes
2018/11/21 05:21:54	Plate Move - Imager to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/21 05:21:24	Plate Move - Storage to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/21 05:12:24	Plate Inspection (Scheduled)	9022	85251	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	9.3 minutes
2018/11/21 05:11:50	Plate Move - Imager to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/21 05:11:21	Plate Move - Storage to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/21 05:06:49	Plate Inspection (Scheduled)	9021	85250	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	4.8 minutes
2018/11/21 05:06:15	Plate Move - Storage to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/21 05:02:30	Plate Move - Imager to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/21 04:56:37	Plate Inspection (Scheduled)	9020	85249	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	5.6 minutes
2018/11/21 04:56:03	Plate Move - Imager to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/21 04:55:28	Plate Move - Storage to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/21 04:50:21	Plate Inspection (Scheduled)	9019	85248	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	5.5 minutes
2018/11/21 04:49:47	Plate Move - Imager to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/21 04:49:15	Plate Move - Storage to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/21 04:44:37	Plate Inspection (Scheduled)	8965	85247	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	4.9 minutes
2018/11/21 04:32:03	Plate Inspection (Scheduled)	8965	85247	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	12.6 minutes
2018/11/21 04:31:29	Plate Move - Imager to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/21 04:30:53	Plate Move - Storage to Stage	8965		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Crystal Screen HT	brukmensa	DeGrado	0 minute
2018/11/21 04:10:23	Plate Inspection (Scheduled)	9015	85246	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	20.9 minutes
2018/11/21 04:09:49	Plate Move - Imager to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/21 04:09:12	Plate Move - Storage to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/21 03:48:46	Plate Inspection (Scheduled)	9014	85245	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	20.9 minutes
2018/11/21 03:48:12	Plate Move - Imager to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/21 03:47:36	Plate Move - Storage to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/21 03:39:26	Plate Inspection (Scheduled)	9028	85243	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	8.6 minutes
2018/11/21 03:38:53	Plate Move - Imager to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/21 03:38:05	Plate Move - Storage to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/21 03:31:23	Plate Inspection (Scheduled)	9026	85242	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	7.3 minutes
2018/11/21 03:30:50	Plate Move - Imager to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/21 03:30:12	Plate Move - Storage to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/21 03:11:06	Plate Inspection (Scheduled)	9013	85241	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	19.6 minutes
2018/11/21 03:10:32	Plate Move - Imager to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/21 03:10:17	Plate Move - Storage to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/21 03:06:33	Plate Inspection (Scheduled)	8966	85240	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	3.5 minutes
2018/11/21 02:55:45	Plate Inspection (Scheduled)	8966	85240	96 Well NUNC Hanging 3 Drop	Visible	Visible (Default), Cross Polarized	PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	10.8 minutes
2018/11/21 02:55:10	Plate Move - Imager to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/21 02:54:56	Plate Move - Storage to Stage	8966		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Index Screen HT	brukmensa	DeGrado	0 minute
2018/11/21 02:51:59	Plate Inspection (Scheduled)	8968	85239	96 Well NUNC Hanging 3 Drop	Ultraviolet	UV 1000ms (default)	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	2.7 minutes
2018/11/21 02:39:39	Plate Inspection (Scheduled)	8968	85239	96 Well NUNC Hanging 3 Drop	Visible	Cross Polarized	PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	12.3 minutes
2018/11/21 02:39:04	Plate Move - Storage to Stage	8968		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Wizard I&II	brukmensa	DeGrado	0 minute
2018/11/20 05:32:33	Plate Move - Imager to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/20 05:18:38	Plate Inspection (Scheduled)	9011	85189	96 Well Greiner Hanging, 3 Drop	Visible		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	13.7 minutes
2018/11/20 05:18:04	Plate Move - Imager to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/20 05:17:49	Plate Move - Storage to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/20 05:17:00	Plate Move - Storage to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/20 05:06:58	Plate Move - Imager to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/20 05:01:34	Plate Inspection (Scheduled)	9023	85187	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	5.1 minutes
2018/11/20 05:01:01	Plate Move - Imager to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/20 05:00:30	Plate Move - Storage to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/20 04:51:33	Plate Inspection (Scheduled)	9022	85186	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	9.3 minutes
2018/11/20 04:50:59	Plate Move - Imager to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/20 04:50:30	Plate Move - Storage to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/20 04:46:01	Plate Inspection (Scheduled)	9021	85185	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	4.8 minutes
2018/11/20 04:45:27	Plate Move - Imager to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/20 04:44:47	Plate Move - Storage to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/20 04:39:33	Plate Inspection (Scheduled)	9020	85184	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	5.7 minutes
2018/11/20 04:38:59	Plate Move - Imager to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/20 04:38:24	Plate Move - Storage to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/20 04:33:15	Plate Inspection (Scheduled)	9019	85183	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	5.6 minutes
2018/11/20 04:32:42	Plate Move - Storage to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/20 04:29:53	Plate Move - Imager to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/20 04:08:20	Plate Inspection (Scheduled)	9015	85182	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	21.3 minutes
2018/11/20 04:07:47	Plate Move - Imager to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/20 04:07:10	Plate Move - Storage to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/20 03:46:37	Plate Inspection (Scheduled)	9014	85181	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	21 minutes
2018/11/20 03:46:03	Plate Move - Imager to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/20 03:45:26	Plate Move - Storage to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/20 03:37:18	Plate Inspection (Scheduled)	9028	85180	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	8.6 minutes
2018/11/20 03:36:45	Plate Move - Imager to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/20 03:35:56	Plate Move - Storage to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/20 03:29:17	Plate Inspection (Scheduled)	9026	85179	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	7.3 minutes
2018/11/20 03:28:44	Plate Move - Imager to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/20 03:28:05	Plate Move - Storage to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/20 03:09:03	Plate Inspection (Scheduled)	9013	85178	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	19.5 minutes
2018/11/20 03:08:29	Plate Move - Storage to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/19 10:00:50	Plate Move - Imager to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 10:00:13	Plate Inspection (Scheduled)	9028	85144	96 Well Greiner Hanging, 1 Drop	Ultraviolet	UV 1000ms (default)	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.3 minute
2018/11/19 10:00:07	Plate Inspection (Scheduled)	9028	85144	96 Well Greiner Hanging, 1 Drop	Visible	5 MP	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.1 minute
2018/11/19 09:59:34	Plate Move - Storage to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 09:59:05	Plate Move - Imager to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 09:58:23	Plate Inspection (Scheduled)	9028	85142	96 Well Greiner Hanging, 1 Drop	Ultraviolet	UV 1000ms (default)	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.5 minute
2018/11/19 09:58:14	Plate Inspection (Scheduled)	9028	85142	96 Well Greiner Hanging, 1 Drop	Visible	5 MP	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.2 minute
2018/11/19 09:57:01	Plate Inspection (Scheduled)	9028	85141	96 Well Greiner Hanging, 1 Drop	Ultraviolet	UV 1000ms (default)	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	1.1 minute
2018/11/19 09:56:45	Plate Inspection (Scheduled)	9028	85141	96 Well Greiner Hanging, 1 Drop	Visible	5 MP	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.3 minute
2018/11/19 09:56:26	Plate Inspection (Scheduled)	9028	85140	96 Well Greiner Hanging, 1 Drop	Ultraviolet	UV 1000ms (default)	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.3 minute
2018/11/19 09:56:19	Plate Inspection (Scheduled)	9028	85140	96 Well Greiner Hanging, 1 Drop	Visible	5 MP	Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0.1 minute
2018/11/19 09:55:46	Plate Move - Storage to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 05:32:25	Plate Move - Imager to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/19 05:18:37	Plate Inspection (Scheduled)	9011	85131	96 Well Greiner Hanging, 3 Drop	Visible		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	13.5 minutes
2018/11/19 05:18:03	Plate Move - Imager to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/19 05:17:48	Plate Move - Storage to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/19 05:16:59	Plate Move - Storage to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/19 05:07:01	Plate Move - Imager to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/19 05:01:26	Plate Inspection (Scheduled)	9023	85129	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	5.2 minutes
2018/11/19 05:00:53	Plate Move - Imager to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/19 05:00:21	Plate Move - Storage to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/19 04:51:25	Plate Inspection (Scheduled)	9022	85128	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	9.3 minutes
2018/11/19 04:50:52	Plate Move - Imager to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/19 04:50:22	Plate Move - Storage to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
2018/11/19 04:45:52	Plate Inspection (Scheduled)	9021	85127	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	4.8 minutes
2018/11/19 04:45:19	Plate Move - Imager to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/19 04:44:40	Plate Move - Storage to Stage	9021		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_3.4_2to1	lolicato	Minor	0 minute
2018/11/19 04:39:30	Plate Inspection (Scheduled)	9020	85126	96 Well Greiner Hanging, 1 Drop	Visible	Visible (Default)	Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	5.6 minutes
2018/11/19 04:38:56	Plate Move - Imager to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/19 04:38:22	Plate Move - Storage to Stage	9020		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_1to2	lolicato	Minor	0 minute
2018/11/19 04:33:14	Plate Inspection (Scheduled)	9019	85125	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	5.5 minutes
2018/11/19 04:32:41	Plate Move - Storage to Stage	9019		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/19 04:28:32	Plate Move - Imager to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/19 04:07:17	Plate Inspection (Scheduled)	9015	85124	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	21 minutes
2018/11/19 04:06:43	Plate Move - Imager to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/19 04:06:07	Plate Move - Storage to Stage	9015		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS2	brukmensa	DeGrado	0 minute
2018/11/19 03:45:47	Plate Inspection (Scheduled)	9014	85123	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	20.7 minutes
2018/11/19 03:45:13	Plate Move - Imager to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 03:44:38	Plate Move - Storage to Stage	9014		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Classic HTS1	brukmensa	DeGrado	0 minute
2018/11/19 03:36:35	Plate Inspection (Scheduled)	9028	85122	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	8.4 minutes
2018/11/19 03:36:02	Plate Move - Imager to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 03:35:15	Plate Move - Storage to Stage	9028		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-4-MemGold 2-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 03:28:55	Plate Inspection (Scheduled)	9026	85121	96 Well Greiner Hanging, 1 Drop	Visible		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	6.9 minutes
2018/11/19 03:28:21	Plate Move - Imager to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/19 03:27:45	Plate Move - Storage to Stage	9026		96 Well Greiner Hanging, 1 Drop	Plate Movement		Fayal	p27-3-MemGold-17-Nov-18-4C-[3]P+0.133	fayal	Minor	0 minute
2018/11/19 03:09:04	Plate Inspection (Scheduled)	9013	85120	96 Well NUNC Hanging 3 Drop	Visible		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	19.1 minutes
2018/11/19 03:08:30	Plate Move - Storage to Stage	9013		96 Well NUNC Hanging 3 Drop	Plate Movement		PhoQ Ca N389A K392A 4C	Kinase HTS	brukmensa	DeGrado	0 minute
2018/11/18 05:32:30	Plate Move - Imager to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/18 05:18:36	Plate Inspection (Scheduled)	9011	85119	96 Well Greiner Hanging, 3 Drop	Visible		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	13.6 minutes
2018/11/18 05:18:02	Plate Move - Imager to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/18 05:17:47	Plate Move - Storage to Stage	9011		96 Well Greiner Hanging, 3 Drop	Plate Movement		LSL(Aib)	2c8e4-0.5og-MemGold 2	mravic	DeGrado	0 minute
2018/11/18 05:16:58	Plate Move - Storage to Stage	9006		96 Well Greiner Hanging, 1 Drop	Plate Movement		eTgL	22c8e4-5-MemGold 2	mravic	DeGrado	0 minute
2018/11/18 05:06:34	Plate Move - Imager to Stage	9023		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	0 minute
2018/11/18 05:01:08	Plate Inspection (Scheduled)	9023	85117	96 Well Greiner Hanging, 1 Drop	Visible		Lianne	I110D_flask_120g_2.7mL_2to1	lolicato	Minor	5.1 minutes
2018/11/18 05:00:35	Plate Move - Imager to Stage	9022		96 Well Greiner Hanging, 1 Drop	Plate Movement		Lianne	I110D_ferm3.4mL_1to2	lolicato	Minor	0 minute
